this_week	last_week	end_2013	country	flag_url	name	player_url	avg_points	total_points	event_played_divisor	points_lost	points_gained	events_played_actual
1015	1012	1080	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Riekus Nortje	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15179	0.0686	2.74	40	-1.10	1.96	37
1016	1016	""	USA	http://www.owgr.com/styles/img/flags/USA.png	John Catlin	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18524	0.0684	2.74	40	-0.06	2.80	12
1017	1005	909	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Oliver Goss	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=16813	0.0681	2.73	40	-3.32	2.60	12
1018	1011	712	ARG	http://www.owgr.com/styles/img/flags/ARG.png	Maximiliano Godoy	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12774	0.0678	2.71	40	-3.57	-	35
1019	1010	782	USA	http://www.owgr.com/styles/img/flags/USA.png	Jeff Klauk	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7098	0.0676	3.25	48	-3.82	1.75	48
1020	1018	833	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Shintaro Kai	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=8245	0.0669	2.67	40	-1.94	-	17
1021	1017	935	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Andrew Georgiou	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14391	0.0667	2.94	44	-3.03	2.66	44
1022	1022	818	USA	http://www.owgr.com/styles/img/flags/USA.png	Guy Boros	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=4650	0.0664	3.19	48	-3.63	1.40	48
1023	1243	1324	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Simon Griffiths	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7352	0.0663	2.65	40	-0.83	2.69	13
1024	1014	734	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Sam Little	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6580	0.0660	3.17	48	-5.75	1.23	48
1024	1024	1508	SWE	http://www.owgr.com/styles/img/flags/SWE.png	Alexander Bjork	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14775	0.0660	2.64	40	-	2.64	18
1026	1020	737	USA	http://www.owgr.com/styles/img/flags/USA.png	Len Mattiace	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=3982	0.0655	3.08	47	-3.39	-	47
1026	1021	1083	THA	http://www.owgr.com/styles/img/flags/THA.png	Piya Swangarunporn	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=8443	0.0655	2.62	40	-1.66	2.40	22
1028	1022	1235	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Akinori Tani	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6172	0.0653	2.61	40	-1.48	2.94	20
1029	1019	706	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Matthew Millar	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7449	0.0652	2.61	40	-3.77	-	23
1030	1027	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Kota Kagasaki	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=16022	0.0650	2.60	40	-	2.60	10
1030	1027	1508	NZL	http://www.owgr.com/styles/img/flags/NZL.png	Luke Toomey	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17889	0.0650	2.60	40	-	2.60	2
1032	1026	1508	GER	http://www.owgr.com/styles/img/flags/GER.png	Dominic Foos(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17022	0.0649	2.59	40	-0.82	3.41	10
1033	1025	699	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Kim Sung-Yoon	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=603	0.0645	3.10	48	-4.51	-	48
1034	1238	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Ippei Koike	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12739	0.0644	2.57	40	-	2.57	21
1035	1033	1276	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Kim Seng Yong	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13501	0.0636	2.54	40	-1.04	2.60	38
1036	1034	1216	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Lee  Beon Yeong	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17515	0.0635	2.54	40	-0.55	1.88	20
1037	1295	1021	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Kalem Richardson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15897	0.0634	2.54	40	-1.19	1.43	25
1038	1030	719	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Park Eun-shin	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13221	0.0631	2.53	40	-5.05	-	32
1038	1035	1508	CHN	http://www.owgr.com/styles/img/flags/CHN.png	He Ze-yu	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=9764	0.0631	2.52	40	-0.21	2.73	16
1040	1041	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Naomi Ohta	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7856	0.0630	2.52	40	-	2.52	13
1041	1032	836	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Darren Tan	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15857	0.0628	2.51	40	-2.06	-	38
1042	1039	1230	KOR	http://www.owgr.com/styles/img/flags/KOR.png	In-ho Kim	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17437	0.0626	2.50	40	-0.54	1.88	14
1043	1036	799	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Anthony Michael	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14397	0.0623	2.62	42	-2.49	-	42
1044	1036	668	USA	http://www.owgr.com/styles/img/flags/USA.png	Chris DiMarco	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=4302	0.0621	2.48	40	-5.78	-	27
1045	1040	828	USA	http://www.owgr.com/styles/img/flags/USA.png	Billy Andrade	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=708	0.0617	2.47	40	-2.18	-	8
1046	1042	1356	THA	http://www.owgr.com/styles/img/flags/THA.png	Kwanchai Tannin	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=8512	0.0616	2.46	40	-0.61	2.40	39
1046	1044	1173	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Lee Tae-kyu	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13499	0.0616	2.47	40	-0.80	1.88	24
1048	1036	1272	AUT	http://www.owgr.com/styles/img/flags/AUT.png	Martin Wiegele	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7869	0.0612	2.88	47	-1.08	2.94	47
1049	1047	1049	USA	http://www.owgr.com/styles/img/flags/USA.png	Steve Flesch	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=4707	0.0608	2.43	40	-1.08	1.44	11
1050	1042	776	FIN	http://www.owgr.com/styles/img/flags/FIN.png	Tapio Pulkkanen	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13139	0.0607	2.43	40	-2.97	-	30
1051	1049	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Vince India	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15793	0.0605	2.42	40	-0.01	2.43	28
1052	1048	1199	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Toto Thimba	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11864	0.0603	2.41	40	-0.84	1.96	34
1052	1046	811	USA	http://www.owgr.com/styles/img/flags/USA.png	Stephen Gangluff	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6642	0.0603	2.41	40	-2.48	-	20
1054	1049	1043	PHI	http://www.owgr.com/styles/img/flags/PHI.png	Carl Santos-Ocampo	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15365	0.0602	2.41	40	-0.99	1.26	23
1055	1054	1508	SWE	http://www.owgr.com/styles/img/flags/SWE.png	Robert S Karlsson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14059	0.0600	2.40	40	-	2.40	12
1055	1054	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Jeff Corr	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12693	0.0600	2.40	40	-	2.40	11
1055	1054	""	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Cho Rak Hyun	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18340	0.0600	2.40	40	-	2.40	8
1055	1054	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Jay Vandeventer	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18548	0.0600	2.40	40	-	2.40	12
1059	1051	1056	GUA	http://www.owgr.com/styles/img/flags/GUA.png	Jose Toledo	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=8670	0.0599	2.40	40	-0.87	1.23	37
1060	1045	661	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Hwang Inn Choon	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=10078	0.0593	2.37	40	-5.05	-	34
1061	1051	949	PUE	http://www.owgr.com/styles/img/flags/PUE.png	Rafael Campos	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12909	0.0592	2.37	40	-2.69	2.10	35
1062	1065	704	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Kim Bi-o	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12188	0.0590	2.54	43	-7.45	1.68	43
1063	1062	1508	THA	http://www.owgr.com/styles/img/flags/THA.png	Pasamet Pogamnerd	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13096	0.0589	2.35	40	-0.13	2.48	22
1064	1053	817	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Lee Soo-min	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14614	0.0587	2.35	40	-2.48	-	11
1065	1062	1129	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Sung Mao-chang	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7635	0.0585	2.34	40	-1.60	2.31	17
1066	1065	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Tyler Duncan	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18187	0.0584	2.33	40	-0.07	2.40	13
1067	1027	449	USA	http://www.owgr.com/styles/img/flags/USA.png	Jonathan Moore	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11278	0.0583	2.33	40	-11.77	-	27
1067	1067	1508	FRA	http://www.owgr.com/styles/img/flags/FRA.png	David Bobrowski	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15770	0.0583	2.33	40	-	2.33	5
1069	1054	794	USA	http://www.owgr.com/styles/img/flags/USA.png	Kevin Kim	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11707	0.0581	2.32	40	-2.84	-	35
1070	1061	815	USA	http://www.owgr.com/styles/img/flags/USA.png	Michael Connell	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6615	0.0578	2.31	40	-2.56	-	24
1070	1064	825	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Ryan Haller	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7057	0.0578	2.72	47	-2.11	-	47
1070	1054	735	FIN	http://www.owgr.com/styles/img/flags/FIN.png	Kalle Samooja	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14120	0.0578	2.31	40	-3.59	-	31
1073	1068	1050	SRI	http://www.owgr.com/styles/img/flags/SRI.png	Anura Rohana	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7817	0.0573	2.29	40	-1.20	1.41	17
1074	1071	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Bae Yoon-ho	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15058	0.0567	2.27	40	-0.13	2.40	12
1074	1069	895	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Liu Yu-jui	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17880	0.0567	2.27	40	-1.33	-	4
1076	1072	1175	AUT	http://www.owgr.com/styles/img/flags/AUT.png	Manuel Trappel	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14681	0.0566	2.26	40	-0.67	1.56	27
1077	1069	768	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Kiyoshi Murota	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=825	0.0565	2.26	40	-3.17	-	27
1078	1074	858	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Peter Lonard	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=4122	0.0564	2.60	46	-2.94	-	46
1078	1072	1508	IND	http://www.owgr.com/styles/img/flags/IND.png	Shubhankar Sharma	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17081	0.0564	2.26	40	-0.14	2.40	12
1080	1076	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Scottie Scheffler(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18417	0.0556	2.22	40	-0.15	2.38	2
1081	1075	1508	INA	http://www.owgr.com/styles/img/flags/INA.png	George Gandranata	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15590	0.0554	2.22	40	-0.78	3.00	30
1082	1077	1186	WAL	http://www.owgr.com/styles/img/flags/WAL.png	Stephen Dodd	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=4311	0.0553	2.21	40	-0.86	1.74	19
1083	1078	1058	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Yujiro Ohori(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17802	0.0549	2.20	40	-1.02	1.20	10
1084	1080	1148	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Park Do-Kyu	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7017	0.0543	2.17	40	-0.86	1.56	25
1085	1086	1502	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Michael Sim	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7681	0.0540	2.16	40	-0.10	2.16	14
1086	1079	760	MEX	http://www.owgr.com/styles/img/flags/MEX.png	Oscar Serna	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=5972	0.0538	2.15	40	-3.36	-	17
1086	1083	895	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Kristopher R Mueck	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15933	0.0538	2.15	40	-1.45	-	27
1088	1084	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Steve Saunders	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14522	0.0536	2.14	40	-0.35	2.50	24
1089	1087	1133	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Son Joon-eob	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=10732	0.0533	2.13	40	-0.67	1.20	25
1090	1081	814	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Ryan McCarthy	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15165	0.0532	2.13	40	-2.74	-	38
1091	1085	714	ARG	http://www.owgr.com/styles/img/flags/ARG.png	Alan Wagner	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=10871	0.0530	2.39	45	-3.89	-	45
1092	1082	798	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Kang Wook-Soon	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=5404	0.0529	2.12	40	-3.01	-	26
1093	1089	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Larry Mize	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=139	0.0528	2.11	40	-0.29	2.40	2
1093	1087	895	NZL	http://www.owgr.com/styles/img/flags/NZL.png	Nick Gillespie	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12747	0.0528	2.11	40	-1.49	-	32
1095	1090	820	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Tetsuya Haraguchi	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6338	0.0516	2.06	40	-3.21	-	30
1096	1091	""	SWE	http://www.owgr.com/styles/img/flags/SWE.png	Marcus Kinhult(AM)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18514	0.0514	2.06	40	-0.09	2.15	1
1096	1092	""	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Lee Seong-ki	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18350	0.0514	2.05	40	-0.05	2.10	8
1098	1096	""	AUS	http://www.owgr.com/styles/img/flags/AUS.png	R.J. Caracella	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14640	0.0508	2.03	40	-0.07	2.10	9
1098	1097	1181	NIR	http://www.owgr.com/styles/img/flags/NIR.png	Jonathan Caldwell	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13682	0.0508	2.03	40	-0.59	1.27	2
1098	1095	1166	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Jake Stirling	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17677	0.0508	2.03	40	-0.78	1.40	16
1101	1097	1508	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Mark Hooper	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13978	0.0507	2.03	40	-0.12	2.14	3
1101	1100	1508	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Lien Lu-Sen	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11582	0.0507	2.03	40	-	2.03	11
1103	1097	1386	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Adam Blyth	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7704	0.0505	2.02	40	-1.01	2.48	28
1104	1101	1046	USA	http://www.owgr.com/styles/img/flags/USA.png	Matt Marshall	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13995	0.0502	2.01	40	-1.56	1.44	21
1105	1093	789	THA	http://www.owgr.com/styles/img/flags/THA.png	Pawin Ingkhapradit	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15147	0.0497	1.99	40	-3.25	-	31
1106	1105	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Jhared Hack	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14457	0.0496	1.99	40	-0.11	2.10	20
1107	1102	866	USA	http://www.owgr.com/styles/img/flags/USA.png	Chris Epperson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15302	0.0492	1.97	40	-2.09	-	32
1108	1104	981	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Steven Ferreira	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14432	0.0488	1.95	40	-1.82	1.23	39
1109	1106	1257	WAL	http://www.owgr.com/styles/img/flags/WAL.png	Rhys Enoch	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12287	0.0484	1.94	40	-1.10	1.96	22
1110	1103	781	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Darryn Lloyd	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13728	0.0481	1.93	40	-3.40	-	22
1111	1107	1261	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Theunis Spangenberg	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=10818	0.0480	2.21	46	-1.27	2.17	46
1112	1110	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Adam Webb	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18373	0.0479	1.92	40	-0.18	2.10	3
1113	1110	1508	PHI	http://www.owgr.com/styles/img/flags/PHI.png	Clyde Mondilla	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15362	0.0478	1.91	40	-0.37	2.29	9
1114	1109	872	USA	http://www.owgr.com/styles/img/flags/USA.png	Dustin Garza	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14727	0.0474	1.90	40	-2.05	-	18
1115	1115	1179	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Daniel Greene	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14395	0.0472	1.89	40	-0.75	1.28	32
1116	1116	881	USA	http://www.owgr.com/styles/img/flags/USA.png	Brandon Harkins	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15427	0.0470	1.88	40	-1.92	-	21
1116	1117	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Sean Harlingten	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=8202	0.0470	1.88	40	-	1.88	10
1118	1114	806	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Christophe Brazillier	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=10275	0.0465	2.00	43	-3.62	-	43
1119	1107	816	SWE	http://www.owgr.com/styles/img/flags/SWE.png	Oscar Floren	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=9397	0.0463	2.04	44	-3.90	-	44
1120	1119	1508	SUI	http://www.owgr.com/styles/img/flags/SUI.png	Ken Benz	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11667	0.0459	1.84	40	-0.08	1.92	19
1121	1120	1508	ESP	http://www.owgr.com/styles/img/flags/ESP.png	Diego Suazo	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=10250	0.0457	1.83	40	-0.06	1.89	3
1121	1112	750	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Kim Felton	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6109	0.0457	1.83	40	-3.86	-	26
1123	1122	1245	USA	http://www.owgr.com/styles/img/flags/USA.png	Dan Buchner	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=8473	0.0455	1.82	40	-0.53	1.25	20
1124	1122	1232	CAN	http://www.owgr.com/styles/img/flags/CAN.png	Devin Carrey	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14507	0.0454	1.82	40	-0.58	1.25	23
1125	1118	870	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Clint Rice	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=10849	0.0453	1.81	40	-2.15	-	31
1126	1125	1250	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Zane Scotland	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7265	0.0450	1.80	40	-0.53	1.24	23
1126	1128	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Daniel Miernicki	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14798	0.0450	1.80	40	-	1.80	17
1126	1128	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Erik Barnes	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14799	0.0450	1.80	40	-	1.80	24
1126	1128	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Clark Klaasen	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14005	0.0450	1.80	40	-	1.80	12
1126	1128	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Kim Bong-Sub	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15531	0.0450	1.80	40	-	1.80	18
1126	1121	924	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Daniel Bringolf	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15766	0.0450	1.80	40	-1.49	-	17
1132	1124	944	USA	http://www.owgr.com/styles/img/flags/USA.png	Samuel Del Val	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15791	0.0448	1.79	40	-1.21	-	22
1133	1133	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Justin Lower	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17723	0.0442	1.77	40	-0.12	1.89	15
1133	1132	1508	BEL	http://www.owgr.com/styles/img/flags/BEL.png	Christopher Mivis	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11198	0.0442	1.77	40	-0.15	1.92	17
1135	1113	637	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Peter Wilson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7944	0.0440	1.76	40	-6.20	-	31
1135	1134	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Fran Quinn	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=3650	0.0440	1.76	40	-0.04	1.80	24
1137	1137	1254	MAS	http://www.owgr.com/styles/img/flags/MAS.png	Sukree Othman	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=8611	0.0439	1.76	40	-0.53	1.20	27
1138	1139	1508	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Wynand Dingle	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12863	0.0437	1.75	40	-0.14	1.89	24
1139	1140	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Ted Oh	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=3625	0.0435	1.74	40	-0.06	1.80	18
1139	1137	954	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Peter Fowler	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=497	0.0435	1.74	40	-1.19	-	7
1141	1134	898	USA	http://www.owgr.com/styles/img/flags/USA.png	Randall Hutchinson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14079	0.0432	1.73	40	-1.84	-	32
1142	1141	983	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Ockie Strydom	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13731	0.0431	1.77	41	-2.35	1.37	41
